,Tracker ID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Capacity (MW),Year,Combustion technology,Status,Latitude,Longitude,Heat rate (Btu per kWh),Remaining plant lifetime (years),bws_score,coal_price,Predicted_HR_50.0,Predicted_HR_70.0,Predicted_HR_90.0
1423,G108549,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 3,Renusagar power station,74.0,1981.0,subcritical,operating,24.1810932,82.7912794,12618,5,3.71304664842659,2.04,13.865632269715608,13.67084651777487,13.409222646591612
1424,G108550,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 4,Renusagar power station,74.0,1983.0,subcritical,operating,24.1810932,82.7912794,12618,1,3.71304664842659,2.04,14.028536656046791,13.8282857996226,13.5306049519783
1425,G108551,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 5,Renusagar power station,68.0,1989.0,subcritical,operating,24.1810932,82.7912794,12618,7,3.71304664842659,2.04,13.865632269715608,13.670846399316911,13.409222646591612
1426,G108552,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 6,Renusagar power station,74.0,1997.0,subcritical,operating,24.1810932,82.7912794,12183,15,3.71304664842659,2.04,13.712383013159453,13.517932115946898,13.333741614082205
1427,G108553,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 7,Renusagar power station,74.0,1998.0,subcritical,operating,24.1810932,82.7912794,12183,16,3.71304664842659,2.04,13.700947998772444,13.479293606040919,13.335957545262568
1428,G108554,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 8,Renusagar power station,76.7,1998.0,subcritical,operating,24.1810932,82.7912794,12183,16,3.71304664842659,2.04,13.700947998772444,13.479293606040919,13.335957545262568
1429,G108555,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 9,Renusagar power station,75.0,2003.0,subcritical,operating,24.1810932,82.7912794,11313,21,3.71304664842659,2.04,13.550034104330066,13.32121776536723,13.259402136696567
1432,G108573,https://www.gem.wiki/Rihand_power_station,India,Uttar Pradesh,Unit 1,Rihand power station,500.0,1988.0,subcritical,operating,24.027,82.7915,10878,6,3.71304664842659,2.04,12.55002279677876,12.35003677497059,12.182130600657413
1433,G108574,https://www.gem.wiki/Rihand_power_station,India,Uttar Pradesh,Unit 2,Rihand power station,500.0,1989.0,subcritical,operating,24.027,82.7915,10878,7,3.71304664842659,2.04,12.55002279677876,12.35003677497059,12.182130600657413
1434,G108575,https://www.gem.wiki/Rihand_power_station,India,Uttar Pradesh,Unit 3,Rihand power station,500.0,2005.0,subcritical,operating,24.027,82.7915,9572,23,3.71304664842659,2.04,11.574875727050584,11.506394972655023,11.367760492383502
1435,G108576,https://www.gem.wiki/Rihand_power_station,India,Uttar Pradesh,Unit 4,Rihand power station,500.0,2005.0,subcritical,operating,24.027,82.7915,9572,23,3.71304664842659,2.04,11.574875727050584,11.506394972655023,11.367760492383502
1436,G108577,https://www.gem.wiki/Rihand_power_station,India,Uttar Pradesh,Unit 5,Rihand power station,500.0,2012.0,subcritical,operating,24.027,82.7915,9572,30,3.71304664842659,2.04,11.447329787882103,11.378917041908393,11.211236615122884
1437,G108578,https://www.gem.wiki/Rihand_power_station,India,Uttar Pradesh,Unit 6,Rihand power station,500.0,2013.0,subcritical,operating,24.027,82.7915,8702,31,3.71304664842659,2.04,11.44747363310381,11.37853274604185,11.178035241471639
1441,G108629,https://www.gem.wiki/Ropar_power_station,India,Punjab state,Unit 3,Ropar power station,210.0,1988.0,subcritical,operating,31.0418094,76.5845001,12618,6,4.01934639621824,,13.421134413393618,13.186387608681397,12.905547608597644
1442,G108630,https://www.gem.wiki/Ropar_power_station,India,Punjab state,Unit 4,Ropar power station,210.0,1989.0,subcritical,operating,31.0418094,76.5845001,12618,7,4.01934639621824,,13.421134413393618,13.186387608681397,12.905547608597644
1443,G108631,https://www.gem.wiki/Ropar_power_station,India,Punjab state,Unit 5,Ropar power station,210.0,1992.0,subcritical,operating,31.0418094,76.5845001,12618,10,4.01934639621824,,13.355230816162786,13.16351017160825,12.887416022804631
1444,G108632,https://www.gem.wiki/Ropar_power_station,India,Punjab state,Unit 6,Ropar power station,210.0,1993.0,subcritical,operating,31.0418094,76.5845001,12183,11,4.01934639621824,,13.362314724077438,13.153891220438414,12.857946409759538
1445,G108634,https://www.gem.wiki/Rosa_Thermal_Power_Plant,India,Uttar Pradesh,Unit 1,Rosa Thermal Power Plant,300.0,2009.0,subcritical,operating,27.8194455,79.9371618,10442,27,4.62875696444302,2.04,12.312437492544348,12.059783280080417,12.01910394017265
1446,G108635,https://www.gem.wiki/Rosa_Thermal_Power_Plant,India,Uttar Pradesh,Unit 2,Rosa Thermal Power Plant,300.0,2010.0,subcritical,operating,27.8194455,79.9371618,10442,28,4.62875696444302,2.04,12.300795935481114,12.055256192719556,12.005315116259005
1447,G108636,https://www.gem.wiki/Rosa_Thermal_Power_Plant,India,Uttar Pradesh,Unit 3,Rosa Thermal Power Plant,300.0,2011.0,subcritical,operating,27.8194455,79.9371618,10442,29,4.62875696444302,2.04,12.289853219675868,12.035609274320128,11.937216365104996
1448,G108637,https://www.gem.wiki/Rosa_Thermal_Power_Plant,India,Uttar Pradesh,Unit 4,Rosa Thermal Power Plant,300.0,2012.0,subcritical,operating,27.8194455,79.9371618,10442,30,4.62875696444302,2.04,12.287473791714413,12.033976448822694,11.934778286057215
1451,G108643,https://www.gem.wiki/Rourkela_Works-2_power_station,India,Odisha,Unit 1,Rourkela Works-2 power station,60.0,1987.0,subcritical,operating,22.2209997,84.8805514,12618,5,0.0,1.66,13.87655199822505,13.710112949983785,13.496144766428419
1452,G108644,https://www.gem.wiki/Rourkela_Works-2_power_station,India,Odisha,Unit 2,Rourkela Works-2 power station,60.0,1988.0,subcritical,operating,22.2209997,84.8805514,12618,6,0.0,1.66,13.87655199822505,13.710112831525826,13.496144766428419
1453,G113412,https://www.gem.wiki/Rourkela_Works-2_power_station,India,Odisha,Unit 3,Rourkela Works-2 power station,250.0,2022.0,subcritical,operating,22.2209997,84.8805514,10442,40,0.0,1.66,12.279569016665342,11.972060941512717,11.746209872765064
1456,G108692,https://www.gem.wiki/Sabarmati_power_station,India,Gujarat,Phase C Unit 4,Sabarmati power station,110.0,1979.0,subcritical,operating,23.0705552,72.5938889,12618,5,5.0,3.7,13.765321651277803,13.56453793643986,13.378538076440911
1457,G108693,https://www.gem.wiki/Sabarmati_power_station,India,Gujarat,Phase C Unit 5,Sabarmati power station,110.0,1985.0,subcritical,operating,23.0705552,72.5938889,12618,3,5.0,3.7,13.776887361823876,13.5713643872076,13.378020575669552
1458,G108694,https://www.gem.wiki/Sabarmati_power_station,India,Gujarat,Phase C Unit 6,Sabarmati power station,110.0,1988.0,subcritical,operating,23.0705552,72.5938889,12618,6,5.0,3.7,13.765321651277803,13.564537817981902,13.378538076440911
1459,G108695,https://www.gem.wiki/Sabarmati_power_station,India,Gujarat,Phase C Unit 7,Sabarmati power station,125.0,2003.0,subcritical,operating,23.0705552,72.5938889,11313,21,5.0,3.7,13.409991386681694,13.178148026697626,13.264491842729045
1463,G108705,https://www.gem.wiki/Sagardighi_Thermal_Power_Station,India,West Bengal,Unit 1,Sagardighi Thermal Power Station,300.0,2007.0,subcritical,operating,24.3688141,88.1040001,10442,25,0.0,1.99,12.28669616552628,12.123007861049892,12.048515549007288
1464,G108706,https://www.gem.wiki/Sagardighi_Thermal_Power_Station,India,West Bengal,Unit 2,Sagardighi Thermal Power Station,300.0,2008.0,subcritical,operating,24.3688141,88.1040001,10442,26,0.0,1.99,12.287331215742054,12.111830967884284,12.05650133100854
1465,G108707,https://www.gem.wiki/Sagardighi_Thermal_Power_Station,India,West Bengal,Unit 3,Sagardighi Thermal Power Station,500.0,2015.0,subcritical,operating,24.3688141,88.1040001,8702,33,0.0,1.99,11.319023587328175,11.204740496562822,11.062478891776612
1466,G108708,https://www.gem.wiki/Sagardighi_Thermal_Power_Station,India,West Bengal,Unit 4,Sagardighi Thermal Power Station,500.0,2016.0,subcritical,operating,24.3688141,88.1040001,8702,34,0.0,1.99,11.32204533724606,11.16011857091521,11.033593972761023
1469,G108711,https://www.gem.wiki/Saggonda_power_station,India,Andhra Pradesh,,Saggonda power station,33.0,2017.0,subcritical,operating,16.43,81.09,10442,35,2.55263661667297,3.43,13.357169468375286,13.029718968025986,12.883273684205363
1473,G108735,https://www.gem.wiki/Salaya_power_plant,India,Gujarat,Phase I Unit 1,Salaya power plant,600.0,2012.0,subcritical,operating,22.3049,69.7101,9572,30,4.7185492107972,3.7,11.5619951508417,11.545895340780246,11.404010740911861
1474,G108736,https://www.gem.wiki/Salaya_power_plant,India,Gujarat,Phase I Unit 2,Salaya power plant,600.0,2013.0,subcritical,operating,22.3049,69.7101,8702,31,4.7185492107972,3.7,11.563805029413192,11.545822525046253,11.391842399348345
1481,G108745,https://www.gem.wiki/Salem_Siscol_power_station,India,Tamil Nadu,,Salem Siscol power station,30.0,2006.0,subcritical,operating,11.8140081,77.9190731,11313,24,2.74181271267108,3.9,13.53992722268067,13.174627306984767,13.257500593974203
1489,G108795,https://www.gem.wiki/Sanjay_Gandhi_power_station,India,Madhya Pradesh,Unit 1,Sanjay Gandhi power station,210.0,1993.0,subcritical,operating,23.305744,81.0648173,12183,11,3.71304664842659,1.72,13.37004706660085,13.154024020586188,12.863743444586547
1490,G108796,https://www.gem.wiki/Sanjay_Gandhi_power_station,India,Madhya Pradesh,Unit 2,Sanjay Gandhi power station,210.0,1994.0,subcritical,operating,23.305744,81.0648173,12183,12,3.71304664842659,1.72,13.38076756851786,13.139562531897932,12.857713275892769
1491,G108797,https://www.gem.wiki/Sanjay_Gandhi_power_station,India,Madhya Pradesh,Unit 3,Sanjay Gandhi power station,210.0,1999.0,subcritical,operating,23.305744,81.0648173,12183,17,3.71304664842659,1.72,13.185930404732277,12.856552014819556,12.588176951140305
1492,G108798,https://www.gem.wiki/Sanjay_Gandhi_power_station,India,Madhya Pradesh,Unit 4,Sanjay Gandhi power station,210.0,1999.0,subcritical,operating,23.305744,81.0648173,12183,17,3.71304664842659,1.72,13.185930404732277,12.856552014819556,12.588176951140305
1493,G108799,https://www.gem.wiki/Sanjay_Gandhi_power_station,India,Madhya Pradesh,Unit 5,Sanjay Gandhi power station,500.0,2007.0,subcritical,operating,23.305744,81.0648173,9572,25,3.71304664842659,1.72,11.508239348163988,11.458723331409363,11.343802883675009
1498,G108812,https://www.gem.wiki/Santaldih_Thermal_Power_Station,India,West Bengal,Unit 5,Santaldih Thermal Power Station,250.0,2007.0,subcritical,operating,23.6013,86.4666,11313,25,0.695916582485208,1.99,12.469895389503538,12.157237511721085,12.079644712152172
1499,G108813,https://www.gem.wiki/Santaldih_Thermal_Power_Station,India,West Bengal,Unit 6,Santaldih Thermal Power Station,250.0,2011.0,subcritical,operating,23.6013,86.4666,11313,29,0.695916582485208,1.99,12.455142624926651,12.140711030055177,12.041372596975657
1519,G108841,https://www.gem.wiki/Satpura_Thermal_Power_Station,India,Madhya Pradesh,Unit 10,Satpura Thermal Power Station,250.0,2013.0,subcritical,operating,22.1081334,78.1770721,10442,31,3.88962468445965,1.72,12.465994125453143,12.107030375901939,11.963676968257916
1520,G108842,https://www.gem.wiki/Satpura_Thermal_Power_Station,India,Madhya Pradesh,Unit 11,Satpura Thermal Power Station,250.0,2013.0,subcritical,operating,22.1081334,78.1770721,10442,31,3.88962468445965,1.72,12.465994125453143,12.107030375901939,11.963676968257916
1526,G108848,https://www.gem.wiki/Satpura_Thermal_Power_Station,India,Madhya Pradesh,Unit 6,Satpura Thermal Power Station,200.0,1979.0,subcritical,operating,22.1081334,78.1770721,12618,5,3.88962468445965,1.72,13.474452295395464,13.227519273687454,12.995434956803868
1527,G108849,https://www.gem.wiki/Satpura_Thermal_Power_Station,India,Madhya Pradesh,Unit 7,Satpura Thermal Power Station,210.0,1980.0,subcritical,operating,22.1081334,78.1770721,12618,5,3.88962468445965,1.72,13.448618739443871,13.208973711142109,12.916210475710022
1528,G108850,https://www.gem.wiki/Satpura_Thermal_Power_Station,India,Madhya Pradesh,Unit 8,Satpura Thermal Power Station,210.0,1983.0,subcritical,operating,22.1081334,78.1770721,12618,1,3.88962468445965,1.72,13.584309855795643,13.336934610140839,12.992835619097239
1529,G108851,https://www.gem.wiki/Satpura_Thermal_Power_Station,India,Madhya Pradesh,Unit 9,Satpura Thermal Power Station,210.0,1984.0,subcritical,operating,22.1081334,78.1770721,12618,2,3.88962468445965,1.72,13.523530972451693,13.279129708561376,12.983961910880952
1552,G109291,https://www.gem.wiki/Shirol_Cogen_power_station,India,Maharashtra,Unit 1,Shirol Cogen power station,36.0,2012.0,subcritical,operating,16.697904,74.225369,11313,30,4.45519289604957,2.38,13.319992775921047,13.033577021190453,13.10429952024929
1553,G109306,https://www.gem.wiki/Shree_Singaji_Thermal_Power_Project,India,Madhya Pradesh,Stage I Unit 1,Shree Singaji Thermal Power Project,600.0,2014.0,subcritical,operating,22.0991399,76.5317273,8702,32,4.90875780172022,1.72,11.130504728628026,10.973643022370522,10.890619679366488
1554,G109307,https://www.gem.wiki/Shree_Singaji_Thermal_Power_Project,India,Madhya Pradesh,Stage I Unit 2,Shree Singaji Thermal Power Project,600.0,2014.0,subcritical,operating,22.0991399,76.5317273,8702,32,4.90875780172022,1.72,11.130504728628026,10.973643022370522,10.890619679366488
1557,G109310,https://www.gem.wiki/Shriram_Rayons_power_station,India,Rajasthan,,Shriram Rayons power station,141.0,2005.0,subcritical,operating,25.1383961,75.8835983,11313,23,5.0,2.8,13.25913819479216,13.013537496992674,13.00207374851209
1558,G109345,https://www.gem.wiki/Sidhi_Cement_Plant_power_station,India,Madhya Pradesh,Unit 1,Sidhi Cement Plant power station,35.0,2007.0,subcritical,operating,24.3262944,81.3328171,11313,25,3.71304664842659,1.72,13.356244537856714,13.075212296220098,13.152155924551032
1559,G114794,https://www.gem.wiki/Sidhi_Cement_Plant_power_station,India,Madhya Pradesh,Unit 2,Sidhi Cement Plant power station,60.0,2014.0,subcritical,operating,24.3262944,81.3328171,10442,32,3.71304664842659,1.72,13.271758082550011,12.923344367625901,12.915638573815274
1560,G114795,https://www.gem.wiki/Sidhi_Cement_Plant_power_station,India,Madhya Pradesh,Unit 3,Sidhi Cement Plant power station,60.0,2014.0,subcritical,operating,24.3262944,81.3328171,10442,32,3.71304664842659,1.72,13.271758082550011,12.923344367625901,12.915638573815274
1566,G109384,https://www.gem.wiki/Sikka_Thermal_Power_Station,India,Gujarat,Unit 3,Sikka Thermal Power Station,250.0,2015.0,subcritical,operating,22.42082767,69.82759953,10442,33,4.7185492107972,3.7,12.478916961528405,12.411617411133005,12.34595967074335
1567,G109385,https://www.gem.wiki/Sikka_Thermal_Power_Station,India,Gujarat,Unit 4,Sikka Thermal Power Station,250.0,2015.0,subcritical,operating,22.42082767,69.82759953,10442,33,4.7185492107972,3.7,12.478916961528405,12.411617411133005,12.34595967074335
1568,G109386,https://www.gem.wiki/Siltara_SKS_power_station,India,Chhattisgarh,Unit 2,Siltara SKS power station,30.0,,subcritical,operating,21.3913851,81.6463566,12183,20,4.79908587719454,1.59,13.524842649014396,13.280666320370505,13.157465999627291
1569,G109387,https://www.gem.wiki/Siltara_Works_power_station,India,Chhattisgarh,Unit 3,Siltara Works power station,30.0,2006.0,subcritical,operating,20.916667,82.0,11313,24,3.77549432112666,1.59,13.394544343546897,13.114578824989778,13.22101862228569
1571,G109391,https://www.gem.wiki/Simhadri_power_station,India,Andhra Pradesh,Unit 1,Simhadri power station,500.0,2002.0,subcritical,operating,17.591,83.09166,10442,20,0.870626778317224,3.43,11.851568661221494,11.828660862691228,11.69163146245808
1572,G109392,https://www.gem.wiki/Simhadri_power_station,India,Andhra Pradesh,Unit 2,Simhadri power station,500.0,2002.0,subcritical,operating,17.591,83.09166,10442,20,0.870626778317224,3.43,11.851568661221494,11.828660862691228,11.69163146245808
1583,G109413,https://www.gem.wiki/Singrauli_Super_Thermal_Power_Station,India,Uttar Pradesh,Unit 1,Singrauli Super Thermal Power Station,200.0,1982.0,subcritical,operating,24.1042119,82.7063552,12618,5,3.71304664842659,2.04,13.438271025862333,13.188144638835764,12.95793412470355
1584,G109414,https://www.gem.wiki/Singrauli_Super_Thermal_Power_Station,India,Uttar Pradesh,Unit 2,Singrauli Super Thermal Power Station,200.0,1982.0,subcritical,operating,24.1042119,82.7063552,12618,5,3.71304664842659,2.04,13.438271025862333,13.188144638835764,12.95793412470355
1585,G109415,https://www.gem.wiki/Singrauli_Super_Thermal_Power_Station,India,Uttar Pradesh,Unit 3,Singrauli Super Thermal Power Station,200.0,1983.0,subcritical,operating,24.1042119,82.7063552,12618,1,3.71304664842659,2.04,13.567880500586519,13.309321623276947,13.025254136915105
1586,G109416,https://www.gem.wiki/Singrauli_Super_Thermal_Power_Station,India,Uttar Pradesh,Unit 4,Singrauli Super Thermal Power Station,200.0,1983.0,subcritical,operating,24.1042119,82.7063552,12618,1,3.71304664842659,2.04,13.567880500586519,13.309321623276947,13.025254136915105
1587,G109417,https://www.gem.wiki/Singrauli_Super_Thermal_Power_Station,India,Uttar Pradesh,Unit 5,Singrauli Super Thermal Power Station,200.0,1984.0,subcritical,operating,24.1042119,82.7063552,12618,2,3.71304664842659,2.04,13.513186981119631,13.258311671039184,13.025445523631223
1588,G109418,https://www.gem.wiki/Singrauli_Super_Thermal_Power_Station,India,Uttar Pradesh,Unit 6,Singrauli Super Thermal Power Station,500.0,1986.0,subcritical,operating,24.1042119,82.7063552,10878,4,3.71304664842659,2.04,12.560675085843359,12.356373900980483,12.182041162797024
1589,G109419,https://www.gem.wiki/Singrauli_Super_Thermal_Power_Station,India,Uttar Pradesh,Unit 7,Singrauli Super Thermal Power Station,500.0,1987.0,subcritical,operating,24.1042119,82.7063552,10878,5,3.71304664842659,2.04,12.55002279677876,12.350036893428548,12.182130600657413
1599,G109453,https://www.gem.wiki/Sipat_power_station,India,Chhattisgarh,Unit 4,Sipat power station,500.0,2007.0,subcritical,operating,22.1316619,82.2903496,9572,25,3.43985463530556,1.59,11.499099183070905,11.458655578760833,11.358108101968385
1600,G109454,https://www.gem.wiki/Sipat_power_station,India,Chhattisgarh,Unit 5,Sipat power station,500.0,2008.0,subcritical,operating,22.1316619,82.2903496,9572,26,3.43985463530556,1.59,11.493904442033296,11.44281231005396,11.352757342056476
1607,G109465,https://www.gem.wiki/Sitapuram_Cement_power_station,India,Telangana,Unit 1,Sitapuram Cement power station,43.0,2008.0,subcritical,operating,17.0541588,79.2697906,11313,26,2.18867140647345,2.04,13.439412690315972,13.075033731014504,13.11374024853156
1614,G109550,https://www.gem.wiki/Southern_CESC_power_station,India,West Bengal,Phase B Unit 1,Southern CESC power station,67.5,1990.0,subcritical,operating,22.5495911,88.291512,12618,8,0.0,1.99,13.808000554007837,13.694311110228469,13.500930592465565
1615,G109551,https://www.gem.wiki/Southern_CESC_power_station,India,West Bengal,Phase B Unit 2,Southern CESC power station,67.5,1990.0,subcritical,operating,22.5495911,88.291512,12618,8,0.0,1.99,13.808000554007837,13.694311110228469,13.500930592465565
1626,G109726,https://www.gem.wiki/Surat_Lignite_Power_Plant,India,Gujarat,Unit 1,Surat Lignite Power Plant,125.0,2000.0,subcritical,operating,21.397304,73.106993,12183,18,5.0,3.7,13.413671023777782,13.19903002301386,13.167269574174252
1627,G109727,https://www.gem.wiki/Surat_Lignite_Power_Plant,India,Gujarat,Unit 2,Surat Lignite Power Plant,125.0,1999.0,subcritical,operating,21.397304,73.106993,12183,17,5.0,3.7,13.451066873152726,13.2226181295138,13.219874536917738
1628,G109728,https://www.gem.wiki/Surat_Lignite_Power_Plant,India,Gujarat,Unit 3,Surat Lignite Power Plant,125.0,2010.0,subcritical,operating,21.397304,73.106993,11313,28,5.0,3.7,13.299450764361831,12.981534140249865,12.9842038933542
1629,G109729,https://www.gem.wiki/Surat_Lignite_Power_Plant,India,Gujarat,Unit 4,Surat Lignite Power Plant,125.0,2010.0,subcritical,operating,21.397304,73.106993,11313,28,5.0,3.7,13.299450764361831,12.981534140249865,12.9842038933542
1632,G109732,https://www.gem.wiki/Suratgarh_Super_Thermal_Power_Station,India,Rajasthan,Unit 1,Suratgarh Super Thermal Power Station,250.0,1998.0,subcritical,operating,29.181766,74.018741,12183,16,4.91066412258822,2.8,12.747860741880231,12.48945888454097,12.290114472554377
1634,G109734,https://www.gem.wiki/Suratgarh_Super_Thermal_Power_Station,India,Rajasthan,Unit 2,Suratgarh Super Thermal Power Station,250.0,2000.0,subcritical,operating,29.181766,74.018741,12183,18,4.91066412258822,2.8,12.65217548321014,12.430392909895541,12.286649013652948
1635,G109735,https://www.gem.wiki/Suratgarh_Super_Thermal_Power_Station,India,Rajasthan,Unit 3,Suratgarh Super Thermal Power Station,250.0,2001.0,subcritical,operating,29.181766,74.018741,12183,19,4.91066412258822,2.8,12.616213491789189,12.381662909463452,12.287587383933962
1636,G109736,https://www.gem.wiki/Suratgarh_Super_Thermal_Power_Station,India,Rajasthan,Unit 4,Suratgarh Super Thermal Power Station,250.0,2002.0,subcritical,operating,29.181766,74.018741,12183,20,4.91066412258822,2.8,12.605641585602674,12.37802792997523,12.283305900756776
1637,G109737,https://www.gem.wiki/Suratgarh_Super_Thermal_Power_Station,India,Rajasthan,Unit 5,Suratgarh Super Thermal Power Station,250.0,2003.0,subcritical,operating,29.181766,74.018741,11313,21,4.91066412258822,2.8,12.568101180078449,12.381495034341182,12.285236304873104
1638,G109738,https://www.gem.wiki/Suratgarh_Super_Thermal_Power_Station,India,Rajasthan,Unit 6,Suratgarh Super Thermal Power Station,250.0,2009.0,subcritical,operating,29.181766,74.018741,11313,27,4.91066412258822,2.8,12.540080879964316,12.39103245738921,12.291971340572305
1651,G109768,https://www.gem.wiki/SVPL_power_station,India,Chhattisgarh,,SVPL power station,63.0,2011.0,subcritical,operating,22.292,82.5254,11313,29,3.43985463530556,1.59,13.286417140844613,12.96578608510076,13.00132193913949
1657,G109879,https://www.gem.wiki/Talcher_Kaniha_Super_Thermal_Power_Station,India,Odisha,Stage I Unit 1,Talcher Kaniha Super Thermal Power Station,500.0,1995.0,subcritical,operating,21.0970667,85.0750266,10442,13,2.19738830026583,1.66,12.429532314954276,12.301884749424387,12.173378563962286
1658,G109880,https://www.gem.wiki/Talcher_Kaniha_Super_Thermal_Power_Station,India,Odisha,Stage I Unit 2,Talcher Kaniha Super Thermal Power Station,500.0,1996.0,subcritical,operating,21.0970667,85.0750266,10442,14,2.19738830026583,1.66,12.436129610619114,12.305366780057488,12.174889324271577
1659,G109881,https://www.gem.wiki/Talcher_Kaniha_Super_Thermal_Power_Station,India,Odisha,Stage II Unit 3,Talcher Kaniha Super Thermal Power Station,500.0,2003.0,subcritical,operating,21.0970667,85.0750266,9572,21,2.19738830026583,1.66,11.69082117358036,11.582873898441399,11.448690150878269
1660,G109882,https://www.gem.wiki/Talcher_Kaniha_Super_Thermal_Power_Station,India,Odisha,Stage II Unit 4,Talcher Kaniha Super Thermal Power Station,500.0,2003.0,subcritical,operating,21.0970667,85.0750266,9572,21,2.19738830026583,1.66,11.69082117358036,11.582873898441399,11.448690150878269
1661,G109883,https://www.gem.wiki/Talcher_Kaniha_Super_Thermal_Power_Station,India,Odisha,Stage II Unit 5,Talcher Kaniha Super Thermal Power Station,500.0,2005.0,subcritical,operating,21.0970667,85.0750266,9572,23,2.19738830026583,1.66,11.518802833859246,11.447236218604154,11.35203180162548
1662,G109884,https://www.gem.wiki/Talcher_Kaniha_Super_Thermal_Power_Station,India,Odisha,Stage II Unit 6,Talcher Kaniha Super Thermal Power Station,500.0,2006.0,subcritical,operating,21.0970667,85.0750266,9572,24,2.19738830026583,1.66,11.505233995853027,11.431004336608403,11.332214206418252
1679,G109908,https://www.gem.wiki/Tamnar_power_station,India,Chhattisgarh,Phase 1 Unit 1,Tamnar power station,250.0,2007.0,subcritical,operating,22.0987473,83.4513116,11313,25,1.58139118801547,1.59,12.491271710234049,12.132153122989124,12.0539521957416
1680,G109909,https://www.gem.wiki/Tamnar_power_station,India,Chhattisgarh,Phase 1 Unit 2,Tamnar power station,250.0,2008.0,subcritical,operating,22.0987473,83.4513116,11313,26,1.58139118801547,1.59,12.491584652880025,12.126764085971274,12.04938504314377
1681,G109910,https://www.gem.wiki/Tamnar_power_station,India,Chhattisgarh,Phase 1 Unit 3,Tamnar power station,250.0,2008.0,subcritical,operating,22.0987473,83.4513116,11313,26,1.58139118801547,1.59,12.491584652880025,12.126764085971274,12.04938504314377
1682,G109911,https://www.gem.wiki/Tamnar_power_station,India,Chhattisgarh,Phase 1 Unit 4,Tamnar power station,250.0,2008.0,subcritical,operating,22.0987473,83.4513116,11313,26,1.58139118801547,1.59,12.491584652880025,12.126764085971274,12.04938504314377
1683,G109912,https://www.gem.wiki/Tamnar_power_station,India,Chhattisgarh,Phase 2 Unit 1,Tamnar power station,600.0,2014.0,subcritical,operating,22.0987473,83.4513116,8702,32,1.58139118801547,1.59,11.1288302040705,10.97289687421519,10.898088349639238
1684,G109913,https://www.gem.wiki/Tamnar_power_station,India,Chhattisgarh,Phase 2 Unit 2,Tamnar power station,600.0,2014.0,subcritical,operating,22.0987473,83.4513116,8702,32,1.58139118801547,1.59,11.1288302040705,10.97289687421519,10.898088349639238
1685,G109914,https://www.gem.wiki/Tamnar_power_station,India,Chhattisgarh,Phase 2 Unit 3,Tamnar power station,600.0,2015.0,subcritical,operating,22.0987473,83.4513116,8702,33,1.58139118801547,1.59,11.077315184599556,10.92488864136819,10.85674699571609
1686,G109915,https://www.gem.wiki/Tamnar_power_station,India,Chhattisgarh,Phase 2 Unit 4,Tamnar power station,600.0,2015.0,subcritical,operating,22.0987473,83.4513116,8702,33,1.58139118801547,1.59,11.077315184599556,10.92488864136819,10.85674699571609
1687,G109926,https://www.gem.wiki/Tanda_power_station,India,Uttar Pradesh,Unit 1,Tanda power station,110.0,1988.0,subcritical,operating,26.5894846,82.601235,12618,6,4.3960358646564,2.04,13.75475051054288,13.546849398386108,13.338733024197095
1688,G109927,https://www.gem.wiki/Tanda_power_station,India,Uttar Pradesh,Unit 2,Tanda power station,110.0,1989.0,subcritical,operating,26.5894846,82.601235,12618,7,4.3960358646564,2.04,13.75475051054288,13.546849398386108,13.338733024197095
1689,G109928,https://www.gem.wiki/Tanda_power_station,India,Uttar Pradesh,Unit 3,Tanda power station,110.0,1990.0,subcritical,operating,26.5894846,82.601235,12618,8,4.3960358646564,2.04,13.770665941738525,13.55647169995688,13.34237267952648
1690,G109929,https://www.gem.wiki/Tanda_power_station,India,Uttar Pradesh,Unit 4,Tanda power station,110.0,1998.0,subcritical,operating,26.5894846,82.601235,12183,16,4.3960358646564,2.04,13.600015559073558,13.356167070459183,13.267718497083923
1702,G110006,https://www.gem.wiki/Tenughat_power_station,India,Jharkhand,Unit 1,Tenughat power station,210.0,1996.0,subcritical,operating,23.7276632,85.7652325,12183,14,1.34475494008816,1.59,13.247973025095899,12.996640895771584,12.722120310400898
1703,G110007,https://www.gem.wiki/Tenughat_power_station,India,Jharkhand,Unit 2,Tenughat power station,210.0,1997.0,subcritical,operating,23.7276632,85.7652325,12183,15,1.34475494008816,1.59,13.247063637625079,12.993814204295095,12.71921254195445
1735,G110200,https://www.gem.wiki/Titagarh_power_station,India,West Bengal,Unit 1,Titagarh power station,60.0,1983.0,subcritical,operating,22.7319741,88.3703092,12618,1,0.0,1.99,14.07834280194826,13.907025537889211,13.63021689874271
1736,G110201,https://www.gem.wiki/Titagarh_power_station,India,West Bengal,Unit 2,Titagarh power station,60.0,1983.0,subcritical,operating,22.7319741,88.3703092,12618,1,0.0,1.99,14.07834280194826,13.907025537889211,13.63021689874271
