Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Owner,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Subregion,Region,Previous Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Alternate Fuel,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years)
G113814,L104378,P102093,https://www.gem.wiki/Pedaveedu_power_station,India,Telangana,Unit 2,Pedaveedu power station,,Mattampalli power station,MG Power Projects,MG Power Projects,65,cancelled,,,,subcritical,unknown,,Pedaveedu,Mattampalli,Nalgonda,Southern Asia,Asia,South Asia,16.7605227,79.8427546,approximate,EC 24 Apr 2018,,,,,10442,"96,100",53%,0.3,12.8,40
G107904,L102061,P101264,https://www.gem.wiki/Peddaganjam_power_station_(Sew),India,Andhra Pradesh,Unit 1,Peddaganjam power station (Sew),,,Sew Thermal Power Corporation,Sew Infrastructure,660,cancelled,,,,supercritical,unknown,,Peddaganjam,Chinnaganjam,Prakasam,Southern Asia,Asia,South Asia,15.7,80.25,approximate,TOR 18 May 2011 at http://bit.ly/1joEz7l,,,,,8409,"96,100",53%,2.6,104.5,40
G107905,L102061,P101264,https://www.gem.wiki/Peddaganjam_power_station_(Sew),India,Andhra Pradesh,Unit 2,Peddaganjam power station (Sew),,,Sew Thermal Power Corporation,Sew Infrastructure,660,cancelled,,,,supercritical,unknown,,Peddaganjam,Chinnaganjam,Prakasam,Southern Asia,Asia,South Asia,15.7,80.25,approximate,TOR 18 May 2011 at http://bit.ly/1joEz7l,,,,,8409,"96,100",53%,2.6,104.5,40
G107906,L102062,P101400,https://www.gem.wiki/Peddaganjam_power_station_(Sravanthi),India,Andhra Pradesh,Unit 1,Peddaganjam power station (Sravanthi),,,Sravanthi Power,Sravanthi Group,700,cancelled,2015,,,supercritical,unknown,Imported,Peddaganjam,Chinnaganjam,Prakasam,Southern Asia,Asia,South Asia,15.7,80.25,approximate,TOR 13 May 2011 at http://bit.ly/1joFcxL,,,,,8409,"96,100",53%,2.8,110.8,40
G107907,L102062,P101400,https://www.gem.wiki/Peddaganjam_power_station_(Sravanthi),India,Andhra Pradesh,Unit 2,Peddaganjam power station (Sravanthi),,,Sravanthi Power,Sravanthi Group,700,cancelled,2015,,,supercritical,unknown,Imported,Peddaganjam,Chinnaganjam,Prakasam,Southern Asia,Asia,South Asia,15.7,80.25,approximate,TOR 13 May 2011 at http://bit.ly/1joFcxL,,,,,8409,"96,100",53%,2.8,110.8,40
G107910,L102601,P101404,https://www.gem.wiki/Pegadapalli_(Jaipur_Mandal)_power_station,India,Telangana,Unit 1,Pegadapalli (Jaipur Mandal) power station,,Adilabad power station; Jaipur power station; Singareni power station,Singareni Collieries,Srirampur Coalfields,600,operating,2016,,,subcritical,unknown,Sriiampur coal fields,Pagadapalli,Jaipur,Adilabad,Southern Asia,Asia,South Asia,18.8270561,79.5702839,exact,EC 27 Dec 2010 at http://bit.ly/1g4zVrb,,,,,8702,"96,100",53%,2.5,83.6,34
G107911,L102601,P101404,https://www.gem.wiki/Pegadapalli_(Jaipur_Mandal)_power_station,India,Telangana,Unit 2,Pegadapalli (Jaipur Mandal) power station,,Adilabad power station; Jaipur power station; Singareni power station,Singareni Collieries,Srirampur Coalfields,600,operating,2016,,,subcritical,unknown,Sriiampur coal fields,Pagadapalli,Jaipur,Adilabad,Southern Asia,Asia,South Asia,18.8270561,79.5702839,exact,EC 27 Dec 2010 at http://bit.ly/1g4zVrb,,,,,8702,"96,100",53%,2.5,83.6,34
G107912,L102601,P104507,https://www.gem.wiki/Pegadapalli_(Jaipur_Mandal)_power_station,India,Telangana,Unit 3,Pegadapalli (Jaipur Mandal) power station,,Adilabad power station; Jaipur power station; Singareni power station,Singareni Collieries Company Limited,Singareni Collieries Company Limited,800,permitted,,,,supercritical,unknown,"Naini coal mine, Odisha",Pagadapalli,Jaipur,Adilabad,Southern Asia,Asia,South Asia,18.8270561,79.5702839,exact,EC 18 Dec 2019; ToR 27 May 2015 at http://bit.ly/1Q97olA,,,,,8409,"96,100",53%,3.2,126.7,40
G107920,L102357,P100017,https://www.gem.wiki/Pench_Thermal_Power_Project,India,Madhya Pradesh,Unit 1,Pench Thermal Power Project,,Chhindwara power station,Adani Pench Power,Adani Group,660,cancelled,,,,supercritical,unknown,South Africa,"Dhanora, Chousara",Chaurai and Chindwara,Chhindwara,Southern Asia,Asia,South Asia,22.147958,79.1344549,exact,EC 16 Oct 2012 at http://bit.ly/1lvLwnM,,,,,8409,"96,100",53%,2.6,104.5,40
G107921,L102357,P100017,https://www.gem.wiki/Pench_Thermal_Power_Project,India,Madhya Pradesh,Unit 2,Pench Thermal Power Project,,Chhindwara power station,Adani Pench Power,Adani Group,660,cancelled,,,,supercritical,unknown,South Africa,"Dhanora, Chousara",Chaurai and Chindwara,Chhindwara,Southern Asia,Asia,South Asia,22.147958,79.1344549,exact,EC 16 Oct 2012 at http://bit.ly/1lvLwnM,,,,,8409,"96,100",53%,2.6,104.5,40
G107924,L102063,P100986,https://www.gem.wiki/Pentakota_power_station_(Namratha_Bizili),India,Andhra Pradesh,,Pentakota power station (Namratha Bizili),,,Namratha Bizili Private Limited,Namratha Bizili Private Limited,150,cancelled,,,,unknown,unknown,,Pentakota,Tuni,East Godavari,Southern Asia,Asia,South Asia,17.300117,82.614386,approximate,,,,,,10326,"96,100",53%,0.7,29.2,40
G107925,L102064,P101392,https://www.gem.wiki/Pentakota_power_station_(Srinivasam_Energy),India,Andhra Pradesh,,Pentakota power station (Srinivasam Energy),,,Srinivasam Energy Limited,SPGL,1320,cancelled,,,,supercritical,unknown,,Pentakota,Tuni,East Godavari,Southern Asia,Asia,South Asia,17.300117,82.614386,approximate,,,,,,8409,"96,100",53%,5.2,209,40
G108008,L102221,Q200118,https://www.gem.wiki/Pipavav_power_station,India,Gujarat,Unit 1,Pipavav power station,,,Torrent Pipavav Generation,"Torrent Power (95%), Gujarat Power Corporation (5%)",840,cancelled,,,,unknown,unknown,Indigenous and imported,Rampara II and Ucchaiya,Rajula,Amreli,Southern Asia,Asia,South Asia,21.05,71.43,approximate,TOR 8 Dec 2010 at http://bit.ly/1h4AyjN,,,,,8605,"96,100",53%,3.4,136.1,40
G108009,L102221,Q200118,https://www.gem.wiki/Pipavav_power_station,India,Gujarat,Unit 2,Pipavav power station,,,Torrent Pipavav Generation,"Torrent Power (95%), Gujarat Power Corporation (5%)",840,cancelled,,,,unknown,unknown,Indigenous and imported,Rampara II and Ucchaiya,Rajula,Amreli,Southern Asia,Asia,South Asia,21.05,71.43,approximate,TOR 8 Dec 2010 at http://bit.ly/1h4AyjN,,,,,8605,"96,100",53%,3.4,136.1,40
G108010,L102221,Q200118,https://www.gem.wiki/Pipavav_power_station,India,Gujarat,Unit 3,Pipavav power station,,,Torrent Pipavav Generation,"Torrent Power (95%), Gujarat Power Corporation (5%)",840,cancelled,,,,unknown,unknown,Indigenous and imported,Rampara II and Ucchaiya,Rajula,Amreli,Southern Asia,Asia,South Asia,21.05,71.43,approximate,TOR 8 Dec 2010 at http://bit.ly/1h4AyjN,,,,,8605,"96,100",53%,3.4,136.1,40
G108011,L102222,P101562,https://www.gem.wiki/Pipavav_Videocon_power_station,India,Gujarat,Unit 1,Pipavav Videocon power station,,,Videocon Power,Videocon Industries,600,cancelled,,,,supercritical,unknown,Imported,"Bherai, Baccadar and Uchaiya",Rajula,Amreli,Southern Asia,Asia,South Asia,21.05,71.43,approximate,EC granted 2/4/10 at http://bit.ly/1b93BPG,,,,,8409,"96,100",53%,2.4,95,40
G108012,L102222,P101562,https://www.gem.wiki/Pipavav_Videocon_power_station,India,Gujarat,Unit 2,Pipavav Videocon power station,,,Videocon Power,Videocon Industries,600,cancelled,,,,supercritical,unknown,Imported,"Bherai, Baccadar and Uchaiya",Rajula,Amreli,Southern Asia,Asia,South Asia,21.05,71.43,approximate,EC granted 2/4/10 at http://bit.ly/1b93BPG,,,,,8409,"96,100",53%,2.4,95,40
G108014,L102115,P100205,https://www.gem.wiki/Pirpainti_power_station_(CESC),India,Bihar,Phase I,Pirpainti power station (CESC),,Pirpainti Nalanda,Nalanda Power,CESC,1000,cancelled,,,,unknown,unknown,,Pirpainti,,Bhagalpur,Southern Asia,Asia,South Asia,25.3236523,87.4281878,approximate,,,,,,8605,"96,100",53%,4.1,162,40
G108015,L102115,P100205,https://www.gem.wiki/Pirpainti_power_station_(CESC),India,Bihar,Phase II,Pirpainti power station (CESC),,Pirpainti Nalanda,Nalanda Power,CESC,1000,cancelled,,,,unknown,unknown,,Pirpainti,,Bhagalpur,Southern Asia,Asia,South Asia,25.3236523,87.4281878,approximate,,,,,,8605,"96,100",53%,4.1,162,40
G108016,L102116,P100472,https://www.gem.wiki/Pirpainti_power_station_(Essar),India,Bihar,,Pirpainti power station (Essar),,,Essar Power Ltd,Essar Group,1800,cancelled,,,,unknown,unknown,,Pirpainti,,Bhagalpur,Southern Asia,Asia,South Asia,25.3236523,87.4281878,approximate,,,,,,8605,"96,100",53%,7.3,291.7,40
G108017,L102117,Q200064,https://www.gem.wiki/Pirpainti_Thermal_Power_Station,India,Bihar,Unit 1,Pirpainti Thermal Power Station,,Pirpainti Bijlee,Pirpainti Bijlee Company,"BSPHCL, NHPC",660,cancelled,,,,supercritical,unknown,,Pirpainti,,Bhagalpur,Southern Asia,Asia,South Asia,25.324011,87.42764,approximate,,,,,,8409,"96,100",53%,2.6,104.5,40
G108018,L102117,Q200064,https://www.gem.wiki/Pirpainti_Thermal_Power_Station,India,Bihar,Unit 2,Pirpainti Thermal Power Station,,Pirpainti Bijlee,Pirpainti Bijlee Company,"BSPHCL, NHPC",660,cancelled,,,,supercritical,unknown,,Pirpainti,,Bhagalpur,Southern Asia,Asia,South Asia,25.324011,87.42764,approximate,,,,,,8409,"96,100",53%,2.6,104.5,40
G108019,L102488,P100698,https://www.gem.wiki/Pitamahul_power_station,India,Odisha,,Pitamahul power station,,KU Projects,Ind-Barath Energies Ltd,Ind-Barath Power,1320,cancelled,,,,unknown,unknown,,Pitamahul,,Subaranapur (Sonepur),Southern Asia,Asia,South Asia,20.848014,83.895004,approximate,,,,,,8605,"96,100",53%,5.3,213.9,40
G108127,L102118,P100074,https://www.gem.wiki/Prabhawati_Nagar_power_station,India,Bihar,,Prabhawati Nagar power station,,Pirpainti Bijlee,Arrissan Power Limited,Arrissan Power Limited,1320,cancelled,,,,unknown,unknown,,Prabhawati Nagar,,Banka,Southern Asia,Asia,South Asia,24.87608,86.947425,approximate,TOR: 8 Dec 2010 at http://bit.ly/1a8LC0X,,,,,8605,"96,100",53%,5.3,213.9,40
G108197,L102065,P101047,https://www.gem.wiki/Pudimadaka_Ultra_Mega_Power_Project,India,Andhra Pradesh,Unit 1,Pudimadaka Ultra Mega Power Project,,,NTPC Ltd,NTPC,800,cancelled,,,,supercritical,unknown,Imported,Pudimadaka,Achutapuram,Visakhapatnam,Southern Asia,Asia,South Asia,17.492713,83.002767,approximate,TOR 25 Feb 2015 at http://bit.ly/1MzcINC,,,,,8409,"96,100",53%,3.2,126.7,40
G108198,L102065,P101047,https://www.gem.wiki/Pudimadaka_Ultra_Mega_Power_Project,India,Andhra Pradesh,Unit 2,Pudimadaka Ultra Mega Power Project,,,NTPC Ltd,NTPC,800,cancelled,,,,supercritical,unknown,Imported,Pudimadaka,Achutapuram,Visakhapatnam,Southern Asia,Asia,South Asia,17.492713,83.002767,approximate,TOR 25 Feb 2015 at http://bit.ly/1MzcINC,,,,,8409,"96,100",53%,3.2,126.7,40
G108199,L102065,P101047,https://www.gem.wiki/Pudimadaka_Ultra_Mega_Power_Project,India,Andhra Pradesh,Unit 3,Pudimadaka Ultra Mega Power Project,,,NTPC Ltd,NTPC,800,cancelled,,,,supercritical,unknown,Imported,Pudimadaka,Achutapuram,Visakhapatnam,Southern Asia,Asia,South Asia,17.492713,83.002767,approximate,TOR 25 Feb 2015 at http://bit.ly/1MzcINC,,,,,8409,"96,100",53%,3.2,126.7,40
G108200,L102065,P101047,https://www.gem.wiki/Pudimadaka_Ultra_Mega_Power_Project,India,Andhra Pradesh,Unit 4,Pudimadaka Ultra Mega Power Project,,,NTPC Ltd,NTPC,800,cancelled,,,,supercritical,unknown,Imported,Pudimadaka,Achutapuram,Visakhapatnam,Southern Asia,Asia,South Asia,17.492713,83.002767,approximate,TOR 25 Feb 2015 at http://bit.ly/1MzcINC,,,,,8409,"96,100",53%,3.2,126.7,40
G108201,L102065,P101047,https://www.gem.wiki/Pudimadaka_Ultra_Mega_Power_Project,India,Andhra Pradesh,Unit 5,Pudimadaka Ultra Mega Power Project,,,NTPC Ltd,NTPC,800,cancelled,,,,supercritical,unknown,Imported,Pudimadaka,Achutapuram,Visakhapatnam,Southern Asia,Asia,South Asia,17.492713,83.002767,approximate,TOR 25 Feb 2015 at http://bit.ly/1MzcINC,,,,,8409,"96,100",53%,3.2,126.7,40
G108238,L102426,P101351,https://www.gem.wiki/Pune_Mill_power_station,India,Maharashtra,Unit 1,Pune Mill power station,,,Sinarmas Pulp & Paper Ltd,Sinarmas Pulp & Paper,30,operating,1998,,,subcritical,unknown,,Bhadalwadi,,Pune,Southern Asia,Asia,South Asia,18.53,73.84,approximate,,pulp & paper,power,power,,12183,"96,100",53%,0.2,2.8,16
G108415,L102681,P100339,https://www.gem.wiki/Raghunathpur_Thermal_Power_Station,India,West Bengal,Unit 1,Raghunathpur Thermal Power Station,,,Damodar Valley Corporation,Damodar Valley Corporation,600,operating,2014,,,supercritical,unknown,,Bhaldubi,Ragunathpur,Purulia,Southern Asia,Asia,South Asia,23.6219101,86.6607034,exact,EC 18 Oct 2007 at http://bit.ly/1n4Sai4,,,,,8409,"96,100",53%,2.4,76,32
G108416,L102681,P100339,https://www.gem.wiki/Raghunathpur_Thermal_Power_Station,India,West Bengal,Unit 2,Raghunathpur Thermal Power Station,,,Damodar Valley Corporation,Damodar Valley Corporation,600,operating,2016,,,supercritical,unknown,,Bhaldubi,Ragunathpur,Purulia,Southern Asia,Asia,South Asia,23.6219101,86.6607034,exact,EC 18 Oct 2007 at http://bit.ly/1n4Sai4,,,,,8409,"96,100",53%,2.4,80.8,34
G108417,L102681,P100339,https://www.gem.wiki/Raghunathpur_Thermal_Power_Station,India,West Bengal,Unit 3,Raghunathpur Thermal Power Station,,,Damodar Valley Corporation,Damodar Valley Corporation,660,announced,,,,supercritical,unknown,,Bhaldubi,Ragunathpur,Purulia,Southern Asia,Asia,South Asia,23.6219101,86.6607034,exact,EC 23 May 2012 at http://bit.ly/1hGQFJm; Form 1 Jan 2023,,,,,8409,"96,100",53%,2.6,104.5,40
G108418,L102681,P100339,https://www.gem.wiki/Raghunathpur_Thermal_Power_Station,India,West Bengal,Unit 4,Raghunathpur Thermal Power Station,,,Damodar Valley Corporation,Damodar Valley Corporation,660,announced,,,,supercritical,unknown,,Bhaldubi,Ragunathpur,Purulia,Southern Asia,Asia,South Asia,23.6219101,86.6607034,exact,EC 23 May 2012 at http://bit.ly/1hGQFJm; Form 1 Jan 2023,,,,,8409,"96,100",53%,2.6,104.5,40
G108419,L102283,P100607,https://www.gem.wiki/Rahem_power_station,India,Jharkhand,,Rahem power station,,,Gupta Energy,Gupta Group,1000,cancelled,,,,unknown,unknown,,Tandwa,,Chatra,Southern Asia,Asia,South Asia,23.852941,85.031141,approximate,,,,,,8605,"96,100",53%,4.1,162,40
G108422,L102682,P100700,https://www.gem.wiki/Raibandh_power_station,India,West Bengal,Unit 1,Raibandh power station,,,India Power Corporation Ltd,India Power Corporation,270,cancelled,,,,subcritical,unknown,,Raibandh,,Purulia,Southern Asia,Asia,South Asia,23.333,86.3667,approximate,TOR 23 Aug 2011 at http://bit.ly/1n4UYvQ,,,,,10442,"96,100",53%,1.3,53.1,40
G108423,L102682,P100700,https://www.gem.wiki/Raibandh_power_station,India,West Bengal,Unit 2,Raibandh power station,,,India Power Corporation Ltd,India Power Corporation,270,cancelled,,,,subcritical,unknown,,Raibandh,,Purulia,Southern Asia,Asia,South Asia,23.333,86.3667,approximate,TOR 23 Aug 2011 at http://bit.ly/1n4UYvQ,,,,,10442,"96,100",53%,1.3,53.1,40
G108424,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 1,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,210,operating,1985,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,12618,"96,100",53%,1.2,3.7,3
G108425,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 10,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,500,cancelled,,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,8702,"96,100",53%,2,81.9,40
G108426,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 2,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,210,operating,1986,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,12618,"96,100",53%,1.2,5,4
G108427,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 3,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,210,operating,1991,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,12618,"96,100",53%,1.2,11.2,9
G108428,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 4,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,210,operating,1994,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,12183,"96,100",53%,1.2,14.5,12
G108429,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 5,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,210,operating,1999,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,12183,"96,100",53%,1.2,20.5,17
G108430,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 6,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,210,operating,1999,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,12183,"96,100",53%,1.2,20.5,17
G108431,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 7,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,210,operating,2002,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,12183,"96,100",53%,1.2,24.1,20
G108432,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 8,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,250,operating,2010,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,EC 3/2/06 at http://bit.ly/MihpkF,,,,,11313,"96,100",53%,1.3,37.3,28
G108433,L102309,P100845,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 9,Raichur Thermal Power Station,,,Karnataka Power Corp Ltd,KPCL,500,cancelled,,,,subcritical,sub-bit,,Davarsugur,Raichur,Raichur,Southern Asia,Asia,South Asia,16.3532,77.3422,exact,,,,,,8702,"96,100",53%,2,81.9,40
G108434,L102167,P100698,https://www.gem.wiki/Raigarh_Ind_Power_power_station,India,Chhattisgarh,,Raigarh Ind Power power station,,,Ind Power Ltd,Ind-Barath Power,65,operating,2006,,,subcritical,unknown,,,,Raigarh,Southern Asia,Asia,South Asia,21.898611,83.464722,approximate,,,,,,11313,"96,100",53%,0.3,8.3,24
G108435,L102168,P100789,https://www.gem.wiki/Raigarh_Jindal_power_station,India,Chhattisgarh,Unit 3,Raigarh Jindal power station,,,Jindal Steel & Power Ltd,Jindal Group,55,operating,2001,,,subcritical,wstcoal,,Jindal Raigarh steel mill,Raigarh,Raigarh,Southern Asia,Asia,South Asia,21.9249506,83.3454444,exact,,iron & steel,,,,12183,"94,600",53%,0.3,5.9,19
G108436,L102168,P100789,https://www.gem.wiki/Raigarh_Jindal_power_station,India,Chhattisgarh,Unit 4,Raigarh Jindal power station,,,Jindal Steel & Power Ltd,Jindal Group,55,operating,2007,,,subcritical,wstcoal,,Jindal Raigarh steel mill,Raigarh,Raigarh,Southern Asia,Asia,South Asia,21.9249506,83.3454444,exact,,iron & steel,,,,11313,"94,600",53%,0.3,7.2,25
G108437,L102168,P100789,https://www.gem.wiki/Raigarh_Jindal_power_station,India,Chhattisgarh,Unit 5,Raigarh Jindal power station,,,Jindal Steel & Power Ltd,Jindal Group,130,operating,2007,,,subcritical,wstcoal,,Jindal Raigarh steel mill,Raigarh,Raigarh,Southern Asia,Asia,South Asia,21.9249506,83.3454444,exact,,iron & steel,,,,11313,"94,600",53%,0.7,17,25
G108440,L102170,P100789,https://www.gem.wiki/Raigarh_Project_(Jindal),India,Chhattisgarh,,Raigarh Project (Jindal),,,Jindal Steel & Power Ltd,Jindal Group,1320,cancelled,,,,supercritical,unknown,Mand - Raigarh coal fields (expected),Lohakhan,,Raigarh,Southern Asia,Asia,South Asia,21.898611,83.464722,approximate,ToR issued,,,,,8409,"96,100",53%,5.2,209,40
G108441,L102171,P101567,https://www.gem.wiki/Raigarh_project_(VISA_Power),India,Chhattisgarh,Unit 1,Raigarh project (VISA Power),,,VISA Power,VISA Infrastructure,600,cancelled,,,,subcritical,sub-bit,Indonesia,Deveri and Dumarpali,,Raigarh,Southern Asia,Asia,South Asia,21.9193737,83.2791138,exact,EC: 23 Aug 2011 at http://bit.ly/1bolz0D,,,,,8702,"96,100",53%,2.5,98.3,40
G108442,L102171,P101567,https://www.gem.wiki/Raigarh_project_(VISA_Power),India,Chhattisgarh,Unit 2,Raigarh project (VISA Power),,,VISA Power,VISA Infrastructure,600,cancelled,,,,supercritical,sub-bit,Indonesia,Deveri and Dumarpali,,Raigarh,Southern Asia,Asia,South Asia,21.9193737,83.2791138,exact,EC: 23 Aug 2011 at http://bit.ly/1bolz0D,,,,,8409,"96,100",53%,2.4,95,40
G108438,L102169,P100012,https://www.gem.wiki/Raigarh_TRN_Power_Project,India,Chhattisgarh,Unit 1,Raigarh TRN Power Project,,Nawapara,TRN Energy Pvt Ltd,ACB (India) Limited,300,operating,2016,,,subcritical,unknown,South Eastern Coalfields Ltd,Nawapara,Raigarh,Raigarh,Southern Asia,Asia,South Asia,21.9067375,83.128556,exact,EC: 18 March 2011 at http://bit.ly/LwVVjs,,,,,9572,"96,100",53%,1.4,46,34
G108439,L102169,P100012,https://www.gem.wiki/Raigarh_TRN_Power_Project,India,Chhattisgarh,Unit 2,Raigarh TRN Power Project,,Nawapara,TRN Energy Pvt Ltd,ACB (India) Limited,300,operating,2017,,,subcritical,unknown,South Eastern Coalfields Ltd,Nawapara,Raigarh,Raigarh,Southern Asia,Asia,South Asia,21.9067375,83.128556,exact,EC: 18 March 2011 at http://bit.ly/LwVVjs,,,,,9572,"96,100",53%,1.4,47.3,35
G108445,L102173,P100017,https://www.gem.wiki/Raikheda_power_station,India,Chhattisgarh,Unit 1,Raikheda power station,,,Raipur Energen,Adani Group,685,operating,2015,,,supercritical,bituminous,,"Raikheda, Gaitra, and Chicoli",Tilda,Raipur,Southern Asia,Asia,South Asia,21.4499182,81.8524736,exact,EC: 9 May 2011 at http://bit.ly/1kPQDwi,,,,,8409,"94,600",53%,2.7,88.1,33
G108446,L102173,P100017,https://www.gem.wiki/Raikheda_power_station,India,Chhattisgarh,Unit 2,Raikheda power station,,,Raipur Energen,Adani Group,685,operating,2016,,,supercritical,bituminous,,"Raikheda, Gaitra, and Chicoli",Tilda,Raipur,Southern Asia,Asia,South Asia,21.4499182,81.8524736,exact,EC: 9 May 2011 at http://bit.ly/1kPQDwi,,,,,8409,"94,600",53%,2.7,90.8,34
G108447,L102174,P100654,https://www.gem.wiki/Raipur_Jain_power_station,India,Chhattisgarh,Unit 2,Raipur Jain power station,,,Hira Power & Steels Ltd,Hira Group,45,operating,2011,,,subcritical,unknown,,,,Raipur,Southern Asia,Asia,South Asia,20.916667,82,approximate,,iron & steel,,,,11313,"96,100",53%,0.2,6.9,29
G108448,L102175,P100761,https://www.gem.wiki/Raipur_Neco_power_station,India,Chhattisgarh,,Raipur Neco power station,,,Jayaswal Neco Industries Ltd,Jayaswal Neco Industries,55,operating,,,,subcritical,unknown,,,,Raipur,Southern Asia,Asia,South Asia,20.916667,82,approximate,,,,,,12183,"96,100",53%,0.3,6.3,20
G108449,L102176,Q201899,https://www.gem.wiki/Raipur_Sponge_Iron_power_station,India,Chhattisgarh,Unit 2,Raipur Sponge Iron power station,,,JSW Ispat Special Products Ltd,JSW Group; AION Capital Management Limited,37.5,operating,2004,,,subcritical,unknown,,,,Raipur,Southern Asia,Asia,South Asia,21.9877809,83.2313061,exact,,iron & steel,,,,11313,"96,100",53%,0.2,4.4,22
G108450,L102489,P101569,https://www.gem.wiki/Rairakhol_power_station,India,Odisha,Unit 1,Rairakhol power station,,,Visaka Thermal Power,Visaka Thermal Power,660,cancelled,,,,supercritical,unknown,,"Dimirimunda, Samsingha & Mahulamunda",Rairakhol,Sambalpur,Southern Asia,Asia,South Asia,20.667,84.333,approximate,"TOR 13 May 2011 at http://bit.ly/RkRThd, Additional Info 11 Feb 2014 at http://bit.ly/RkSOOM; Form 1, 11 Feb 2015 at http://bit.ly/1FnElJ2",,,,,8409,"96,100",53%,2.6,104.5,40
G108451,L102489,P101569,https://www.gem.wiki/Rairakhol_power_station,India,Odisha,Unit 2,Rairakhol power station,,,Visaka Thermal Power,Visaka Thermal Power,660,cancelled,,,,supercritical,unknown,,"Dimirimunda, Samsingha & Mahulamunda",Rairakhol,Sambalpur,Southern Asia,Asia,South Asia,20.667,84.333,approximate,"TOR 13 May 2011 at http://bit.ly/RkRThd, Additional Info 11 Feb 2014 at http://bit.ly/RkSOOM; Form 1, 11 Feb 2015 at http://bit.ly/1FnElJ2",,,,,8409,"96,100",53%,2.6,104.5,40
G108452,L102119,P100464,https://www.gem.wiki/Rajauli_power_station,India,Bihar,,Rajauli power station,,,Era Infra Engineering,Era Infra Engineering,2640,cancelled,,,,unknown,unknown,,Rajauli,,Nawada,Southern Asia,Asia,South Asia,24.65,85.5,approximate,,,,,,8605,"96,100",53%,10.7,427.8,40
G108453,L102192,P100733,https://www.gem.wiki/Rajghat_power_station,India,Delhi,Unit 1,Rajghat power station,,,Indraprastha Power Generation,IPGCL,67.5,retired,1989,2019,,subcritical,bituminous,,Delhi,,Central,Southern Asia,Asia,South Asia,28.6358324,77.2541835,exact,,,,,,12618,"94,600",53%,0.4,0,0
G108454,L102192,P100733,https://www.gem.wiki/Rajghat_power_station,India,Delhi,Unit 2,Rajghat power station,,,Indraprastha Power Generation,IPGCL,67.5,retired,1990,2019,,subcritical,bituminous,,Delhi,,Central,Southern Asia,Asia,South Asia,28.6358324,77.2541835,exact,,,,,,12183,"94,600",53%,0.4,0,0
