Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Owner,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Subregion,Region,Previous Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Alternate Fuel,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years)
G105579,L102507,P101014,https://www.gem.wiki/Karaikal_Port_power_station,India,Puducherry,Unit 2,Karaikal Port power station,,,Neyveli Lignite Corp Ltd,Neyveli Lignite Corporation,660,cancelled,,,,supercritical,unknown,,Karaikal,,,Southern Asia,Asia,South Asia,10.9060068,79.8486757,approximate,,,,,,8409,"96,100",53%,2.6,104.5,40
G105580,L102507,P101014,https://www.gem.wiki/Karaikal_Port_power_station,India,Puducherry,Unit 3,Karaikal Port power station,,,Neyveli Lignite Corp Ltd,Neyveli Lignite Corporation,660,cancelled,,,,supercritical,unknown,,Karaikal,,,Southern Asia,Asia,South Asia,10.9060068,79.8486757,approximate,,,,,,8409,"96,100",53%,2.6,104.5,40
G105585,L102555,P101510,https://www.gem.wiki/Karapidagai_North_power_station,India,Tamil Nadu,,Karapidagai North power station,,,Nagapattinam Energy,Tridem Port & Power Company,150,cancelled,,,,unknown,unknown,Indonesia,Karapidagai North,Kilvelur,Nagapattinum,Southern Asia,Asia,South Asia,10.590833,79.800278,exact,EC 29 Nov 2012 at http://bit.ly/1kFxC1F,,,,,10326,"96,100",53%,0.7,29.2,40
G105587,L102633,P101538,https://www.gem.wiki/Karchana_Thermal_Power_Project,India,Uttar Pradesh,Phase I,Karchana Thermal Power Project,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,1320,cancelled,,,,supercritical,unknown,Northern Coalfields,Karchana,Bara,Allahabad,Southern Asia,Asia,South Asia,25.190556,82.019722,exact,EC 30 Oct 2009 at http://bit.ly/19ik3vL,,,,,8409,"96,100",53%,5.2,209,40
G105588,L102633,P101538,https://www.gem.wiki/Karchana_Thermal_Power_Project,India,Uttar Pradesh,Phase II,Karchana Thermal Power Project,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,660,cancelled,,,,supercritical,unknown,Northern Coalfields,Karchana,Bara,Allahabad,Southern Asia,Asia,South Asia,25.190556,82.019722,exact,,,,,,8409,"96,100",53%,2.6,104.5,40
G105589,L102634,P100201,https://www.gem.wiki/Karchana_Ultra_Mega_Power_Project,India,Uttar Pradesh,,Karchana Ultra Mega Power Project,,,Central Electricity Authority,Central Electricity Authority,4000,cancelled,,,,supercritical,unknown,,Karchana,Bara,Allahabad,Southern Asia,Asia,South Asia,25.28,81.93,approximate,,,,,,8409,"96,100",53%,15.8,633.4,40
G112186,L102341,P100755,https://www.gem.wiki/Kariajhar_power_station,India,Madhya Pradesh,Unit 1,Kariajhar power station,,,Jaiprakash Associates,Jaiprakash Associates,60,operating,2013,,,subcritical,unknown,,Kariajhar-Majhgawan,Rampur Naikin,Sidhi,Southern Asia,Asia,South Asia,24.329275,81.3299101,exact,EC 30 Jan 2012 at http://bit.ly/1i6XLlT,,,,,10442,"96,100",53%,0.3,9.1,31
G112187,L102341,P100755,https://www.gem.wiki/Kariajhar_power_station,India,Madhya Pradesh,Unit 2,Kariajhar power station,,,Jaiprakash Associates,Jaiprakash Associates,60,operating,2013,,,subcritical,unknown,,Kariajhar-Majhgawan,Rampur Naikin,Sidhi,Southern Asia,Asia,South Asia,24.329275,81.3299101,exact,EC 30 Jan 2012 at http://bit.ly/1i6XLlT,,,,,10442,"96,100",53%,0.3,9.1,31
G105603,L102305,P100607,https://www.gem.wiki/Karnataka_Gupta_power_station,India,Karnataka,,Karnataka Gupta power station,,,Gupta Energy Pvt Ltd,Gupta Group,1320,cancelled,,,,unknown,unknown,,,,,Southern Asia,Asia,South Asia,14.75,75.66,approximate,,,,,,8605,"96,100",53%,5.3,213.9,40
G105605,L102152,P100012,https://www.gem.wiki/Kasaipalli_power_station,India,Chhattisgarh,Unit 1,Kasaipalli power station,,,ACB (India) Ltd,ACB (India) Limited,135,operating,2011,,,subcritical,wstbituminous,,Kasaipalli,,Korba,Southern Asia,Asia,South Asia,22.38895,82.5549,exact,,,,,,11313,"94,600",53%,0.7,20.5,29
G105606,L102152,P100012,https://www.gem.wiki/Kasaipalli_power_station,India,Chhattisgarh,Unit 2,Kasaipalli power station,,,ACB (India) Ltd,ACB (India) Limited,135,operating,2012,,,subcritical,wstbituminous,,Kasaipalli,,Korba,Southern Asia,Asia,South Asia,22.38895,82.5549,exact,,,,,,11313,"94,600",53%,0.7,21.2,30
G105607,L102316,P100829,https://www.gem.wiki/Kasargod_power_station,India,Kerala,Unit 1,Kasargod power station,,,Kerala State Industrial Development Corp.,Kerala State Industrial Development Corp.,660,cancelled,,,,supercritical,unknown,,Cheemeni,,Kasaragod,Southern Asia,Asia,South Asia,12.242538,75.233321,approximate,TOR 24 May 2010 at http://bit.ly/1oW1G8H,,,,,8409,"96,100",53%,2.6,104.5,40
G105608,L102316,P100829,https://www.gem.wiki/Kasargod_power_station,India,Kerala,Unit 2,Kasargod power station,,,Kerala State Industrial Development Corp.,Kerala State Industrial Development Corp.,660,cancelled,,,,supercritical,unknown,,Cheemeni,,Kasaragod,Southern Asia,Asia,South Asia,12.242538,75.233321,approximate,TOR 24 May 2010 at http://bit.ly/1oW1G8H,,,,,8409,"96,100",53%,2.6,104.5,40
G105615,L102153,P101548,https://www.gem.wiki/Katghora_power_station,India,Chhattisgarh,Unit 1,Katghora power station,,,Vandana Vidhyut Ltd,Vandanaa Group,35,operating,2012,,,subcritical,unknown,,,Khatgora,Korba,Southern Asia,Asia,South Asia,22.489779,82.6061797,exact,,,,,,11313,"96,100",53%,0.2,5.6,30
G105619,L102342,P101588,https://www.gem.wiki/Katni_power_station,India,Madhya Pradesh,Other Capacity,Katni power station,,Bujbuja,Welspun Energy,Welspun Group,1220,cancelled,,,,supercritical,unknown,Indonesia,Bujbuja and Dokariya,Barhi and Vijayaraghavgarh,Katni,Southern Asia,Asia,South Asia,23.834659,80.395517,approximate,EC 1 June 2012 at http://bit.ly/1i6Ue78; ToR (3200 MW plant) 27 Apr 2015 at http://bit.ly/1IPaViH; EC ext Apr 2019,,,,,8409,"96,100",53%,4.8,193.2,40
G105616,L102342,P100017,https://www.gem.wiki/Katni_power_station,India,Madhya Pradesh,Unit 1,Katni power station,,Bujbuja,Katni Thermal Energy (MP) Ltd.,Adani Group,660,shelved,,,,supercritical,unknown,Indonesia,Bujbuja and Dokariya,Barhi and Vijayaraghavgarh,Katni,Southern Asia,Asia,South Asia,23.834659,80.395517,approximate,EC 1 June 2012 at http://bit.ly/1i6Ue78; ToR (3200 MW plant) 27 Apr 2015 at http://bit.ly/1IPaViH; EC ext Apr 2019,,,,,8409,"96,100",53%,2.6,104.5,40
G105617,L102342,P100017,https://www.gem.wiki/Katni_power_station,India,Madhya Pradesh,Unit 2,Katni power station,,Bujbuja,Katni Thermal Energy (MP) Ltd.,Adani Group,660,shelved,,,,supercritical,unknown,Indonesia,Bujbuja and Dokariya,Barhi and Vijayaraghavgarh,Katni,Southern Asia,Asia,South Asia,23.834659,80.395517,approximate,EC 1 June 2012 at http://bit.ly/1i6Ue78; ToR (3200 MW plant) 27 Apr 2015 at http://bit.ly/1IPaViH; EC ext Apr 2019,,,,,8409,"96,100",53%,2.6,104.5,40
G105618,L102342,P100017,https://www.gem.wiki/Katni_power_station,India,Madhya Pradesh,Unit 3,Katni power station,,Bujbuja,Katni Thermal Energy (MP) Ltd.,Adani Group,660,shelved,,,,supercritical,unknown,Indonesia,Bujbuja and Dokariya,Barhi and Vijayaraghavgarh,Katni,Southern Asia,Asia,South Asia,23.834659,80.395517,approximate,EC 1 June 2012 at http://bit.ly/1i6Ue78; ToR (3200 MW plant) 27 Apr 2015 at http://bit.ly/1IPaViH; EC ext Apr 2019,,,,,8409,"96,100",53%,2.6,104.5,40
G105621,L102556,P100540,https://www.gem.wiki/Kattupalli_power_station,India,Tamil Nadu,Unit 1,Kattupalli power station,,,Chennai Power Generation Ltd,General Mediterranean Holding,660,cancelled,,,,supercritical,unknown,"Indonesia, Australia",Kattupalli and Kalanji villages,Ponneri,Thiruvallur,Southern Asia,Asia,South Asia,13.258618,80.340732,approximate,6/10/2016 ToR,,,,,8409,"96,100",53%,2.6,104.5,40
G105622,L102556,P100540,https://www.gem.wiki/Kattupalli_power_station,India,Tamil Nadu,Unit 2,Kattupalli power station,,,Chennai Power Generation Ltd,General Mediterranean Holding,660,cancelled,,,,supercritical,unknown,"Indonesia, Australia",Kattupalli and Kalanji villages,Ponneri,Thiruvallur,Southern Asia,Asia,South Asia,13.258618,80.340732,approximate,6/10/2016 ToR,,,,,8409,"96,100",53%,2.6,104.5,40
G105623,L102676,P101047,https://www.gem.wiki/Katwa_Super_Thermal_Power_Project_(NTPC),India,West Bengal,Unit 1,Katwa Super Thermal Power Project (NTPC),,,NTPC Ltd,NTPC,660,shelved,,,,supercritical,unknown,,"Churpuni, Srikhanda, Debkundu, Katwa, Kasigram, Khaner hat, Nanagar, Baghtona ,jajigram, Bandra, Begunkota and Sankhai",,Bardhaman,Southern Asia,Asia,South Asia,23.65,88.13,approximate,EC 1 May 2008 at http://bit.ly/1n4RR7d; TOR 13 May 2011 at http://bit.ly/1q2ykcg; TOR 12 Dec 2014 at http://bit.ly/1IxwQAe; EIA Dec 2018; ToR application Dec 2021,,,,,8409,"96,100",53%,2.6,104.5,40
G105624,L102676,P101047,https://www.gem.wiki/Katwa_Super_Thermal_Power_Project_(NTPC),India,West Bengal,Unit 2,Katwa Super Thermal Power Project (NTPC),,,NTPC Ltd,NTPC,660,shelved,,,,supercritical,unknown,,"Churpuni, Srikhanda, Debkundu, Katwa, Kasigram, Khaner hat, Nanagar, Baghtona ,jajigram, Bandra, Begunkota and Sankhai",,Bardhaman,Southern Asia,Asia,South Asia,23.65,88.13,approximate,EC 1 May 2008 at http://bit.ly/1n4RR7d; TOR 13 May 2011 at http://bit.ly/1q2ykcg; TOR 12 Dec 2014 at http://bit.ly/1IxwQAe; EIA Dec 2018; ToR application Dec 2021,,,,,8409,"96,100",53%,2.6,104.5,40
G105625,L102528,P100017,https://www.gem.wiki/Kawai_Thermal_Power_Project,India,Rajasthan,Phase II Unit 1,Kawai Thermal Power Project,,,Adani Power Ltd,Adani Group,800,cancelled,,,,supercritical,unknown,Domestic,Kawai,Atru,Baran,Southern Asia,Asia,South Asia,24.7779971,76.7371443,exact,,,,,,8409,"96,100",53%,3.2,126.7,40
G105626,L102528,P100017,https://www.gem.wiki/Kawai_Thermal_Power_Project,India,Rajasthan,Phase II Unit 2,Kawai Thermal Power Project,,,Adani Power Ltd,Adani Group,800,cancelled,,,,supercritical,unknown,Domestic,Kawai,Atru,Baran,Southern Asia,Asia,South Asia,24.7779971,76.7371443,exact,,,,,,8409,"96,100",53%,3.2,126.7,40
G105627,L102528,P100017,https://www.gem.wiki/Kawai_Thermal_Power_Project,India,Rajasthan,Unit 1,Kawai Thermal Power Project,,,Adani Power Ltd,Adani Group,660,operating,2014,,,supercritical,sub-bit,Domestic,Kawai,Atru,Baran,Southern Asia,Asia,South Asia,24.7779971,76.7371443,exact,EC 4 May 2011 at http://bit.ly/TOStWe; EC Amendment 14 March 2014 at http://bit.ly/TOSCcm,,,,,8409,"96,100",53%,2.6,83.6,32
G105628,L102528,P100017,https://www.gem.wiki/Kawai_Thermal_Power_Project,India,Rajasthan,Unit 2,Kawai Thermal Power Project,,,Adani Power Ltd,Adani Group,660,operating,2014,,,supercritical,sub-bit,Domestic,Kawai,Atru,Baran,Southern Asia,Asia,South Asia,24.7779971,76.7371443,exact,EC 4 May 2011 at http://bit.ly/TOStWe; EC Amendment 14 March 2014 at http://bit.ly/TOSCcm,,,,,8409,"96,100",53%,2.6,83.6,32
G105698,L102635,P100107,https://www.gem.wiki/Khamberkhera_IPP_power_station,India,Uttar Pradesh,Unit 1,Khamberkhera IPP power station,,,Lalitpur Power Generatio Company Ltd,Bajaj Group,45,operating,2011,,,subcritical,unknown,,,,Lakhimpur Kheri,Southern Asia,Asia,South Asia,27.9,80.8,approximate,,,,,,11313,"96,100",53%,0.2,6.9,29
G105699,L102635,P100107,https://www.gem.wiki/Khamberkhera_IPP_power_station,India,Uttar Pradesh,Unit 2,Khamberkhera IPP power station,,,Lalitpur Power Generatio Company Ltd,Bajaj Group,45,operating,2012,,,subcritical,unknown,,,,Lakhimpur Kheri,Southern Asia,Asia,South Asia,27.9,80.8,approximate,,,,,,11313,"96,100",53%,0.2,7.2,30
G105700,L102154,P100022,https://www.gem.wiki/Khamhar_power_station,India,Chhattisgarh,,Khamhar power station,,Raigar AES project,AES Chhattisgarh Energy,AES,1440,cancelled,,,,unknown,unknown,,Khamhar,,Raigarh,Southern Asia,Asia,South Asia,21.92771,83.339957,exact,,,,,,8605,"96,100",53%,5.8,233.3,40
